baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	KO
0	NA	NA	NA	NA	NA	K01365
0	NA	NA	NA	NA	NA	K01364
9.24230846026553	-3.24451623867937	2.15288632993146	-1.50705413173517	0.131796782544993	0.475631718753144	K01361
0	NA	NA	NA	NA	NA	K01360
10216.6443878411	0.0730096076206253	0.154388980405162	0.472893903625938	0.636288874557006	0.833103118870491	K01362
0.543046213757956	-1.29184351435047	3.29490164084014	-0.39207346839679	0.695003930450324	NA	K02249
0.0426290824042586	-0.879920069382942	5.25335147594615	-0.167496896678604	0.866979089129236	NA	K05841
9.17656589263088	-2.10752790079602	1.74988742447252	-1.20437913394989	0.228443073192475	0.584689045920104	K05844
100.363575911823	-1.46867117456539	0.743945981872769	-1.97416373009803	0.0483631286769755	0.288208125919473	K05845
6479.18057827327	0.243456009249396	0.108731554429556	2.23905572330547	0.0251522906865705	0.232046004846873	K05846
5932.74310200381	0.125322014816291	0.1007746491208	1.24358671461178	0.213651708240394	0.578854552898296	K05847
1.08047444956001	-0.263286619568034	2.45029314451226	-0.107451069745552	0.914431141188452	NA	K00508
16.8997093509863	-3.4114900337727	1.97839454170913	-1.72437295081977	0.0846405374097169	0.375507587669743	K00500
184.700884990144	1.71338127484709	0.73360705888868	2.33555723610763	0.0195143295689055	0.218051421704727	K00507
0.361869158492519	-0.188285605420557	5.2559403643847	-0.0358233907478132	0.971423181915495	NA	K00504
0	NA	NA	NA	NA	NA	K00505
1.21917255886797	-0.410721505520601	2.07665914937261	-0.197779932082107	0.843217247897498	NA	K12521
4075.67341227588	0.161246111609506	0.127976525912216	1.25996631382314	0.207681514530307	0.570410755175606	K01101
116.624356092651	-0.0894787060334602	0.659264374362927	-0.135725074056864	0.892038624908537	0.948133457572816	K01103
0	NA	NA	NA	NA	NA	K12520
35612.2377997985	-0.0234191327688871	0.0485715925121638	-0.482156988429446	0.629694428838492	0.832038396974255	K01104
10298.9111359161	-0.0892640207950609	0.0851530126079652	-1.04827789482942	0.294510591074318	0.634140698195928	K05592
7673.57517067337	0.152854073803859	0.13294157377522	1.14978384461063	0.250232910808517	0.601385919226589	K05593
4.05916900119129	0.384203225332233	0.78631111308825	0.488614772113888	0.625114452788944	0.829642862830918	K05590
4.16489028241575	0.424297089863296	0.761575945953252	0.557130371721772	0.577438357851824	0.82911623993702	K05591
5.5828960436737	-0.428073781762457	0.74644701217774	-0.573481807521157	0.566318513522027	0.822892388807689	K05596
0.71287434417733	0.205240635231838	2.65729488173552	0.0772366802956368	0.93843526213053	NA	K05597
0.352202872727573	0.676439967713847	4.9714830984408	0.136064018386384	0.891770672106553	NA	K05594
2525.21796771677	-0.580710820152746	0.232074055095365	-2.50226514943309	0.0123401466954836	0.190557286739699	K05595
0.71287434417733	0.205240635231838	2.65729488173552	0.0772366802956368	0.93843526213053	NA	K05599
0	NA	NA	NA	NA	NA	K11964
0.0426290824042586	-0.879920069382942	5.25335147594615	-0.167496896678604	0.866979089129236	NA	K11962
10527.1106300047	-0.0694756074453186	0.0840001414297474	-0.827089172265547	0.408186520862533	0.734450059347462	K14540
0	NA	NA	NA	NA	NA	K12529
0	NA	NA	NA	NA	NA	K12528
0	NA	NA	NA	NA	NA	K06353
646.609667611157	0.570190288362053	0.423289946927907	1.34704424827544	0.177965982199614	0.530731206770286	K02456
2.50416418879255	-1.52179715602622	1.13475221338211	-1.34108322335017	0.179893433599563	NA	K02457
411.687689779243	1.356905601935	0.62705750360895	2.16392530848528	0.0304700822260404	0.2502998991993	K02454
118.189946473159	3.23424597529923	1.18830087403448	2.72173996162976	0.00649392194935979	0.150216271555495	K02455
144.501317029455	-0.134713654645391	0.651559020881127	-0.206755873724552	0.836200519124375	0.923742436445514	K02452
483.986970384659	1.62458262115583	0.646804578034954	2.51170550785439	0.0120149306294833	0.189279093559199	K02453
117.796364057566	-0.0917707272626801	0.627609848858	-0.14622257351389	0.883745685995058	0.947901619793346	K02450
4989.7947390966	0.173044491289018	0.108686130483297	1.59214879138246	0.111351276233008	0.431270873022466	K02103
1346.15982165188	-0.329812639637982	0.225806261218969	-1.46060006422123	0.144125228664923	0.490458209106647	K08138
13299.7001367714	-0.0502846831795744	0.0366523878935306	-1.37193471065633	0.170083763597945	0.513884564221011	K02108
17189.5740876584	0.00710421237309412	0.0415576749830687	0.170948263491365	0.86426444639635	0.936351544153588	K02109
3.96162800019267	-1.03927637640604	1.01665710796518	-1.02224866994353	0.306663220764703	NA	K02458
3.97167596932989	-1.03235412330618	1.02137120654428	-1.01075310983072	0.312134610694421	NA	K02459
2.71475470371097	0.913940642689004	1.05959812153472	0.862535166979395	0.388393089753036	NA	K08137
180.06161150439	-0.843100460673297	0.298906349729962	-2.82061743229935	0.00479313265436546	0.138932043392106	K03851
0	NA	NA	NA	NA	NA	K03850
183.981860721393	-0.842948129250149	0.306909547642404	-2.7465686086518	0.00602222886559227	0.145588256730498	K03852
206.795735580631	-0.716843545152231	0.280042920244829	-2.55976314104112	0.0104743525004564	0.173671522104341	K03855
12021.414012704	-0.0537565471874611	0.0757970986483492	-0.709216423135898	0.478190183452716	0.760958991624446	K03856
0.00546424121950257	0.162301464898645	5.25557023866778	0.0308817992202853	0.97536380511828	NA	K13018
330.718178268403	-0.513414575119688	0.312774750784662	-1.64148344401739	0.100697101022213	0.410780237503314	K13019
1.83136150794621	-0.900364028535382	0.658086254336885	-1.36815504442138	0.171263549985108	NA	K13010
0.00491533291182293	-0.448506624057904	5.25516766780996	-0.0853458257488509	0.931986460726628	NA	K13011
525.399463108303	-0.164214545878927	0.228044093662624	-0.72009997383169	0.471463443633721	0.758373705845635	K13012
0	0	0	0	1	NA	K13013
4.05321716420678	0.384168111978109	0.786566329107134	0.488411590684532	0.625258333621088	NA	K13014
46.2911089187731	-0.493861534864194	0.709149657496826	-0.696413697226391	0.486169787537252	0.767546685194836	K13015
332.082598939621	-0.517789705877363	0.312051853986649	-1.6593066160713	0.097054022773366	0.401841627086963	K13016
0.00546424121950257	0.162301464898645	5.25557023866778	0.0308817992202853	0.97536380511828	NA	K13017
0.352202872727573	0.676439967713847	4.9714830984408	0.136064018386384	0.891770672106553	NA	K08566
337.995552541049	-0.522206008593944	0.270827822928831	-1.92818449355247	0.0538321822479547	0.30358650741088	K08567
5.61289169691168	-3.10765359788136	1.68375030119827	-1.84567367006244	0.064939602519847	0.328659085745137	K13274
0.826555060361877	-0.785705401126513	2.91874681010763	-0.269192722851332	0.787781379978678	NA	K13275
0.740342364285816	-1.0045472116097	3.20553762026205	-0.313378699803741	0.753992964910712	NA	K13276
0.526434105341134	-1.00614935661362	3.67290405291799	-0.273938371957816	0.784131982514689	NA	K13277
2.31435911295262	0.993017027951547	1.1878991758591	0.835943864708374	0.40318648383944	NA	K03275
235.409373840069	0.819289238179078	0.619211593944844	1.3231167603946	0.185796551803735	0.53948893833349	K03274
0	NA	NA	NA	NA	NA	K03277
0	NA	NA	NA	NA	NA	K03276
9049.50636097275	0.125602564105029	0.0973240688857801	1.29056014142233	0.196856244738838	0.555085241826284	K03271
9149.59930903312	0.145093663377064	0.0868883464549058	1.66988634606329	0.0949418522783571	0.396338816863358	K03270
1251.40121602944	0.107317930522509	0.196352266499407	0.546558144888201	0.584682330891861	0.829642862830918	K03273
4765.53787197977	0.158784098969365	0.104927017391557	1.51328135418954	0.130208206874593	0.47378938905022	K03272
0	0	0	0	1	NA	K03279
0	NA	NA	NA	NA	NA	K03278
0	NA	NA	NA	NA	NA	K11022
1.14591900189298	-0.188307772123464	5.25594030661994	-0.0358276085986531	0.971419818716399	NA	K12277
1.18088984803912	1.26652526103679	5.24475432515801	0.241484192112017	0.809179866881573	NA	K12276
5.27466028274186	0.903612371125727	0.618427904135359	1.46114424184836	0.143975861024611	0.490458209106647	K12270
0	NA	NA	NA	NA	NA	K11058
1.18088984803912	1.26652526103679	5.24475432515801	0.241484192112017	0.809179866881573	NA	K12279
117.790492638227	-0.0874294116003259	0.627556094200088	-0.139317285591446	0.889199431156935	0.947901619793346	K12278
0.0849225185480689	-1.54040075701373	5.25078738221959	-0.293365669733626	0.769242663201448	NA	K07557
0	NA	NA	NA	NA	NA	K07550
