OTU	KW_Statistic	DF	P_value	Test	Taxonomy	p.value.fdr	p.value.hochberg	p.value.bonferonni
Zotu7	30.79520697	5	1.03E-05	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcus_1,s:uncultured_bacterium	1.13E-05	0.009540371	0.012234358
Zotu64	29.09236489	5	2.22E-05	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	2.45E-05	0.009540371	0.026465488
Zotu31	28.91902018	5	2.41E-05	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.65E-05	0.009540371	0.028621114
Zotu29	24.36508087	5	0.0001847	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	2.03E-04	0.054948323	0.219793292
Zotu67	22.77817584	5	0.000372168	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	4.09E-04	0.088576043	0.442880216
Zotu20	22.15152748	5	0.000489983	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,s:uncultured_bacterium	5.39E-04	0.095888234	0.583079612
Zotu842	21.8299034	5	0.000564048	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	6.20E-04	0.095888234	0.671217636
Zotu475	20.82558608	5	0.000873876	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,s:uncultured_bacterium	9.61E-04	0.117357598	1
Zotu679	20.59048563	5	0.000967791	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	1.06E-03	0.117357598	1
Zotu4	20.54705215	5	0.000986198	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	1.08E-03	0.117357598	1
Zotu1171	20.1560166	5	0.001168216	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	1.29E-03	0.126379746	1
Zotu195	19.07791473	5	0.001858949	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.04E-03	0.184345751	1
Zotu561	18.62626426	5	0.002255764	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.48E-03	0.206489135	1
Zotu674	17.9457047	5	0.003015227	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	3.32E-03	0.2562943	1
Zotu787	17.58559791	5	0.003513221	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Christensenellaceae,g:Christensenellaceae_R_7_group,s:uncultured_bacterium	3.86E-03	0.278715497	1
Zotu627	17.00381842	5	0.004492561	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	4.94E-03	0.334134219	1
Zotu120	16.64600223	5	0.005222478	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	5.74E-03	0.34573099	1
Zotu643	16.54780312	5	0.005442261	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014	5.99E-03	0.34573099	1
Zotu623	16.5139613	5	0.005520075	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	6.07E-03	0.34573099	1
Zotu314	16.28181283	5	0.006083891	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Lachnospiraceae_NK4A136_group	6.69E-03	0.361991527	1
Zotu790	15.98828739	5	0.006877594	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,s:uncultured_bacterium	7.57E-03	0.389730306	1
Zotu70	15.74878044	5	0.007599147	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.36E-03	0.390315351	1
Zotu186	15.69414701	5	0.007773778	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.55E-03	0.390315351	1
Zotu844	15.54342697	5	0.008276027	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Christensenellaceae,g:Christensenellaceae_R_7_group,s:uncultured_bacterium	9.10E-03	0.390315351	1
Zotu451	15.53424848	5	0.008307611	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Butyricicoccus,s:uncultured_bacterium	9.14E-03	0.390315351	1
Zotu723	15.33813592	5	0.009011148	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.91E-03	0.390315351	1
Zotu211	15.2883888	5	0.009198618	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	1.01E-02	0.390315351	1
Zotu1089	15.21468891	5	0.009483334	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	1.04E-02	0.390315351	1
Zotu598	15.20741681	5	0.009511887	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Moryella,s:uncultured_bacterium	1.05E-02	0.390315351	1
Zotu491	14.97285087	5	0.010478974	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	1.15E-02	0.415665969	1
Zotu532	14.76755809	5	0.011403098	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	1.25E-02	0.423832047	1
Zotu633	14.72441417	5	0.011607119	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	1.28E-02	0.423832047	1
Zotu690	14.69394563	5	0.011753326	Kruskal-Wallis rank sum test	k:Bacteria,p:Actinobacteria,c:Coriobacteriia,o:Coriobacteriales,f:Eggerthellaceae,g:Enterorhabdus,s:uncultured_bacterium	1.29E-02	0.423832047	1
Zotu1214	14.40477226	5	0.013232732	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales	1.46E-02	0.451763875	1
Zotu586	14.39473829	5	0.013287173	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	1.46E-02	0.451763875	1
Zotu274	14.23687527	5	0.014172741	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	1.56E-02	0.468487836	1
Zotu202	14.05069634	5	0.015290573	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,s:uncultured_bacterium	1.68E-02	0.486891606	1
Zotu242	14.00898028	5	0.015552473	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	1.71E-02	0.486891606	1
Zotu350	13.94586782	5	0.015956952	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	1.76E-02	0.486891606	1
Zotu335	13.71265574	5	0.017541464	Kruskal-Wallis rank sum test	k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:uncultured	1.93E-02	0.49826659	1
Zotu569	13.61902407	5	0.018219401	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.00E-02	0.49826659	1
Zotu264	13.5801862	5	0.018507951	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.04E-02	0.49826659	1
Zotu319	13.57833887	5	0.018521785	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	2.04E-02	0.49826659	1
Zotu417	13.50706212	5	0.019063221	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales	2.10E-02	0.49826659	1
Zotu48	13.45650626	5	0.01945646	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	2.14E-02	0.49826659	1
Zotu326	13.44928661	5	0.019513249	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.15E-02	0.49826659	1
Zotu424	13.40891145	5	0.019833792	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcus_1	2.18E-02	0.49826659	1
Zotu536	13.3631673	5	0.020203081	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.22E-02	0.49826659	1
Zotu365	13.27956509	5	0.02089515	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.30E-02	0.49826659	1
Zotu437	13.22126963	5	0.021391154	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.35E-02	0.49826659	1
Zotu337	13.20387134	5	0.021541366	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.37E-02	0.49826659	1
Zotu277	13.17727017	5	0.021772994	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	2.40E-02	0.49826659	1
Zotu929	13.12281556	5	0.022254638	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:uncultured,s:uncultured_bacterium	2.45E-02	0.499679605	1
Zotu369	12.94452748	5	0.023904188	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.63E-02	0.525820606	1
Zotu525	12.90323503	5	0.024302633	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes	2.67E-02	0.525820606	1
Zotu68	12.73998252	5	0.025941153	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	2.85E-02	0.534709748	1
Zotu221	12.73687962	5	0.025973299	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Lachnospiraceae_NK4A136_group,s:uncultured_bacterium	2.86E-02	0.534709748	1
Zotu553	12.72838616	5	0.026061484	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	2.87E-02	0.534709748	1
Zotu766	12.61015128	5	0.027319248	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	3.01E-02	0.548894534	1
Zotu732	12.57762187	5	0.027675355	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014	3.04E-02	0.548894534	1
Zotu123	12.438481	5	0.029249288	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	3.22E-02	0.570600869	1
Zotu646	12.25234101	5	0.031489033	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.46E-02	0.579159089	1
Zotu963	12.24535028	5	0.03157626	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Family_XIII	3.47E-02	0.579159089	1
Zotu964	12.23247003	5	0.031737578	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	3.49E-02	0.579159089	1
Zotu10	12.22055138	5	0.031887552	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides	3.51E-02	0.579159089	1
Zotu1066	12.20207122	5	0.032121428	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	3.53E-02	0.579159089	1
Zotu452	12.06427718	5	0.033917571	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	3.73E-02	0.584297626	1
Zotu967	12.05887935	5	0.033989844	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	3.74E-02	0.584297626	1
Zotu548	12.05472896	5	0.034045514	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.75E-02	0.584297626	1
Zotu645	12.03063237	5	0.034370449	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	3.78E-02	0.584297626	1
Zotu398	11.77894463	5	0.03794556	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	4.17E-02	0.626088909	1
Zotu656	11.75593103	5	0.038289538	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_010	4.21E-02	0.626088909	1
Zotu69	11.73278697	5	0.038638452	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	4.25E-02	0.626088909	1
Zotu634	11.66269898	5	0.03971359	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:uncultured,s:uncultured_bacterium	4.37E-02	0.626088909	1
Zotu218	11.66180342	5	0.03972751	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	4.37E-02	0.626088909	1
Zotu1165	11.57588223	5	0.041084731	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	4.52E-02	0.626088909	1
Zotu859	11.53901251	5	0.041680512	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39,f:uncultured_bacterium,g:uncultured_bacterium,s:uncultured_bacterium	4.58E-02	0.626088909	1
Zotu758	11.46830433	5	0.042846076	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	4.71E-02	0.626088909	1
Zotu1193	11.43052645	5	0.043481401	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	4.78E-02	0.626088909	1
Zotu619	11.3852639	5	0.044254345	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	4.87E-02	0.626088909	1
Zotu422	11.37050511	5	0.044509178	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	4.90E-02	0.626088909	1
Zotu641	11.36547332	5	0.044596376	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	4.91E-02	0.626088909	1
Zotu181	11.35313797	5	0.044810827	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:GCA_900066575,s:uncultured_bacterium	4.93E-02	0.626088909	1
Zotu1026	11.34423941	5	0.044966133	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_010	4.95E-02	0.626088909	1
Zotu23	11.31629073	5	0.045457241	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus	5.00E-02	0.626088909	1
Zotu836	11.28125523	5	0.046080042	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	5.07E-02	0.626088909	1
Zotu342	11.27736741	5	0.046149648	Kruskal-Wallis rank sum test	k:Bacteria,p:Cyanobacteria,c:Melainabacteria,o:Gastranaerophilales	5.08E-02	0.626088909	1
Zotu1071	11.26904342	5	0.046299012	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	5.09E-02	0.626088909	1
Zotu786	11.18395621	5	0.047852229	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	5.26E-02	0.627551245	1
Zotu244	11.18290651	5	0.047871695	Kruskal-Wallis rank sum test	k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:uncultured	5.27E-02	0.627551245	1
Zotu1076	11.17657775	5	0.047989213	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	5.28E-02	0.627551245	1
Zotu294	11.06884254	5	0.050031995	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Lachnospiraceae_NK4A136_group,s:uncultured_bacterium	5.50E-02	0.647152977	1
Zotu1008	11.03116311	5	0.0507656	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39,f:uncultured_bacterium,g:uncultured_bacterium,s:uncultured_bacterium	5.58E-02	0.649581331	1
Zotu551	11.00245524	5	0.051331325	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	5.65E-02	0.649832731	1
Zotu494	10.92881902	5	0.052809701	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured	5.81E-02	0.656468805	1
Zotu179	10.92149933	5	0.052958828	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	5.83E-02	0.656468805	1
Zotu544	10.86688293	5	0.054084125	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Peptostreptococcaceae	5.95E-02	0.663506276	1
Zotu908	10.83302193	5	0.054793042	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	6.03E-02	0.663617839	1
Zotu223	10.79613248	5	0.055575305	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	6.11E-02	0.663617839	1
Zotu125	10.78720426	5	0.055766205	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	6.13E-02	0.663617839	1
Zotu149	10.75818054	5	0.056391046	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	6.20E-02	0.664409355	1
Zotu56	10.72881709	5	0.057029891	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	6.27E-02	0.665348724	1
Zotu924	10.63621593	5	0.059089357	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	6.50E-02	0.666389379	1
Zotu1105	10.63434343	5	0.059131712	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminiclostridium_5	6.50E-02	0.666389379	1
Zotu1152	10.63434343	5	0.059131712	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	6.50E-02	0.666389379	1
Zotu1103	10.62431436	5	0.059359054	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	6.53E-02	0.666389379	1
Zotu356	10.57018308	5	0.060600333	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_013	6.67E-02	0.667015935	1
Zotu49	10.5575188	5	0.060894228	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Tannerellaceae	6.70E-02	0.667015935	1
Zotu738	10.54883944	5	0.061096418	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	6.72E-02	0.667015935	1
Zotu597	10.44485699	5	0.06356813	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_009,s:uncultured_Ruminococcaceae_bacterium	6.99E-02	0.687691586	1
Zotu648	10.23712597	5	0.068788521	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.57E-02	0.737462525	1
Zotu368	10.1353788	5	0.071488975	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.86E-02	0.757623982	1
Zotu273	10.04937659	5	0.073848211	Kruskal-Wallis rank sum test	k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,s:uncultured_bacterium	8.12E-02	0.757623982	1
Zotu632	10.04792966	5	0.073888516	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.13E-02	0.757623982	1
Zotu514	10.00038591	5	0.075224312	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	8.27E-02	0.757623982	1
Zotu939	9.988671425	5	0.075556873	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39,f:uncultured_bacterium,g:uncultured_bacterium,s:uncultured_bacterium	8.31E-02	0.757623982	1
Zotu26	9.984749418	5	0.07566852	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotellaceae_NK3B31_group,s:uncultured_bacterium	8.32E-02	0.757623982	1
Zotu830	9.984453083	5	0.075676962	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	8.32E-02	0.757623982	1
Zotu838	9.893520232	5	0.078309139	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Defluviitaleaceae,g:Defluviitaleaceae_UCG_011	8.61E-02	0.757623982	1
Zotu329	9.873055205	5	0.078913123	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,s:uncultured_bacterium	8.68E-02	0.757623982	1
Zotu436	9.825329567	5	0.080338471	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.84E-02	0.757623982	1
Zotu1072	9.797017686	5	0.081195255	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	8.93E-02	0.757623982	1
Zotu192	9.759228207	5	0.082352041	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.06E-02	0.757623982	1
Zotu334	9.744116562	5	0.082818885	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	9.11E-02	0.757623982	1
Zotu298	9.682842151	5	0.084737032	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.32E-02	0.757623982	1
Zotu380	9.650727912	5	0.085758667	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.43E-02	0.757623982	1
Zotu545	9.616124253	5	0.086872224	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Lachnospiraceae_UCG_008,s:uncultured_bacterium	9.56E-02	0.757623982	1
Zotu72	9.611135797	5	0.08703385	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.57E-02	0.757623982	1
Zotu1203	9.600162154	5	0.087390375	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.61E-02	0.757623982	1
Zotu201	9.547934548	5	0.08910575	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured,s:uncultured_bacterium	9.80E-02	0.757623982	1
Zotu16	9.530799743	5	0.089675259	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	9.86E-02	0.757623982	1
Zotu104	9.483691523	5	0.091258327	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus	1.00E-01	0.757623982	1
Zotu402	9.46180587	5	0.092002514	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	1.01E-01	0.757623982	1
Zotu857	9.452112741	5	0.092333895	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	1.02E-01	0.757623982	1
Zotu147	9.449000251	5	0.092440535	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	1.02E-01	0.757623982	1
Zotu609	9.420979649	5	0.093405692	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	1.03E-01	0.757623982	1
