OTU	KW_Statistic	DF	P_value	Test	Taxonomy	p.value.fdr	p.value.hochberg	p.value.bonferonni
Zotu413	3.035633733	5	0.694492008	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.64E-01	0.905197688	1
Zotu1088	3.023686238	5	0.696333941	Kruskal-Wallis rank sum test	k:Bacteria,p:Actinobacteria,c:Coriobacteriia,o:Coriobacteriales,f:Atopobiaceae,g:uncultured,s:uncultured_bacterium	7.66E-01	0.906605459	1
Zotu375	3.011284127	5	0.698246052	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.68E-01	0.908101422	1
Zotu267	2.997982269	5	0.70029693	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.70E-01	0.909285734	1
Zotu773	2.995466002	5	0.700684889	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.71E-01	0.909285734	1
Zotu759	2.988324162	5	0.701786014	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	7.72E-01	0.90972261	1
Zotu302	2.980340111	5	0.703016971	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:uncultured,s:uncultured_bacterium	7.73E-01	0.910326655	1
Zotu343	2.95477708	5	0.706957922	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	7.78E-01	0.914434703	1
Zotu1074	2.931303611	5	0.710576063	Kruskal-Wallis rank sum test	k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Ralstonia,s:Ralstonia_pickettii	7.82E-01	0.916108964	1
Zotu1055	2.927080125	5	0.711226965	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	7.82E-01	0.916108964	1
Zotu538	2.918777958	5	0.712506351	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.84E-01	0.916108964	1
Zotu193	2.91788837	5	0.71264343	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.84E-01	0.916108964	1
Zotu240	2.916869972	5	0.712800356	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.84E-01	0.916108964	1
Zotu993	2.91334731	5	0.713343149	Kruskal-Wallis rank sum test	k:Bacteria,p:Actinobacteria,c:Coriobacteriia,o:Coriobacteriales,f:Eggerthellaceae	7.85E-01	0.916108964	1
Zotu1018	2.900583483	5	0.715309629	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	7.87E-01	0.916108964	1
Zotu1142	2.900583483	5	0.715309629	Kruskal-Wallis rank sum test	k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:uncultured	7.87E-01	0.916108964	1
Zotu189	2.896497808	5	0.715939007	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	7.88E-01	0.916108964	1
Zotu322	2.892823448	5	0.716504985	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.88E-01	0.916108964	1
Zotu700	2.891287498	5	0.716741563	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	7.88E-01	0.916108964	1
Zotu86	2.877045849	5	0.718934823	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	7.91E-01	0.916108964	1
Zotu624	2.874862893	5	0.719270948	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.91E-01	0.916108964	1
Zotu182	2.864674751	5	0.720839473	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	7.93E-01	0.916108964	1
Zotu888	2.862289238	5	0.721206683	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	7.93E-01	0.916108964	1
Zotu587	2.862246829	5	0.721213211	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_vadinBB60_group	7.93E-01	0.916108964	1
Zotu803	2.857541043	5	0.721937527	Kruskal-Wallis rank sum test	k:Bacteria,p:Patescibacteria,c:Saccharimonadia,o:Saccharimonadales,f:Saccharimonadaceae,g:Candidatus_Saccharimonas	7.94E-01	0.916108964	1
Zotu800	2.84562417	5	0.723771387	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	7.96E-01	0.916108964	1
Zotu463	2.84173343	5	0.724369998	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.97E-01	0.916108964	1
Zotu887	2.837141083	5	0.725076472	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.98E-01	0.916108964	1
Zotu308	2.834380278	5	0.725501142	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	7.98E-01	0.916108964	1
Zotu66	2.830778684	5	0.726055091	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:[Eubacterium]_coprostanoligenes_group,s:uncultured_bacterium	7.99E-01	0.916108964	1
Zotu358	2.830083563	5	0.726161998	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	7.99E-01	0.916108964	1
Zotu315	2.820454096	5	0.727642746	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	8.00E-01	0.916108964	1
Zotu672	2.817507884	5	0.728095703	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.01E-01	0.916108964	1
Zotu665	2.816386247	5	0.728268134	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_vadinBB60_group	8.01E-01	0.916108964	1
Zotu693	2.800816255	5	0.730661073	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_010,s:uncultured_bacterium	8.04E-01	0.91814855	1
Zotu487	2.790141297	5	0.732300939	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	8.06E-01	0.918385486	1
Zotu755	2.789541029	5	0.732393132	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	8.06E-01	0.918385486	1
Zotu922	2.766879635	5	0.735872021	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Family_XIII	8.09E-01	0.921450077	1
Zotu777	2.760759459	5	0.736811012	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.10E-01	0.921450077	1
Zotu594	2.758484001	5	0.737160062	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39,f:uncultured_bacterium,g:uncultured_bacterium,s:uncultured_bacterium	8.11E-01	0.921450077	1
Zotu527	2.751981222	5	0.73815738	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.12E-01	0.921728523	1
Zotu1154	2.742494904	5	0.739611752	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	8.14E-01	0.922500547	1
Zotu999	2.737834145	5	0.740326069	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	8.14E-01	0.922500547	1
Zotu611	2.725406581	5	0.742229955	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	8.16E-01	0.923876822	1
Zotu139	2.720487061	5	0.742983293	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured,s:uncultured_bacterium	8.17E-01	0.923876822	1
Zotu1058	2.702427099	5	0.745747199	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_010	8.20E-01	0.926033775	1
Zotu259	2.692948747	5	0.747196682	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	8.22E-01	0.926033775	1
Zotu941	2.689358896	5	0.74774546	Kruskal-Wallis rank sum test	k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter	8.23E-01	0.926033775	1
Zotu612	2.686826067	5	0.748132583	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_vadinBB60_group	8.23E-01	0.926033775	1
Zotu1077	2.681990427	5	0.748871514	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Negativibacillus,s:uncultured_bacterium	8.24E-01	0.926033775	1
Zotu233	2.678616234	5	0.749386996	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.24E-01	0.926033775	1
Zotu666	2.671941307	5	0.750406431	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_005,s:uncultured_bacterium	8.25E-01	0.92633159	1
Zotu638	2.659151019	5	0.752358665	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.28E-01	0.927428229	1
Zotu1153	2.653324504	5	0.753247463	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	8.29E-01	0.927428229	1
Zotu827	2.649168564	5	0.753881219	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	8.29E-01	0.927428229	1
Zotu414	2.645685665	5	0.754412207	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	8.30E-01	0.927428229	1
Zotu208	2.636654649	5	0.755788455	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.31E-01	0.928161261	1
Zotu841	2.617914364	5	0.758641554	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:uncultured	8.35E-01	0.930500267	1
Zotu550	2.613868942	5	0.759256941	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.35E-01	0.930500267	1
Zotu571	2.585495623	5	0.763567786	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.40E-01	0.932752441	1
Zotu1079	2.583692963	5	0.763841346	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.40E-01	0.932752441	1
Zotu276	2.575689147	5	0.765055474	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Tyzzerella_3	8.42E-01	0.932752441	1
Zotu574	2.56258458	5	0.767041618	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Tannerellaceae,g:Parabacteroides	8.44E-01	0.932752441	1
Zotu531	2.55572171	5	0.768080882	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	8.45E-01	0.932752441	1
Zotu488	2.553565122	5	0.768407332	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,s:uncultured_bacterium	8.45E-01	0.932752441	1
Zotu1169	2.553512649	5	0.768415275	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	8.45E-01	0.932752441	1
Zotu478	2.553178672	5	0.768465824	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminiclostridium,s:uncultured_bacterium	8.45E-01	0.932752441	1
Zotu884	2.540739207	5	0.770347556	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	8.47E-01	0.932752441	1
Zotu657	2.540464145	5	0.770389141	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Family_XIII,g:Anaerovorax,s:uncultured_bacterium	8.47E-01	0.932752441	1
Zotu748	2.516302847	5	0.774037854	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.51E-01	0.932752441	1
Zotu998	2.516188218	5	0.774055144	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	8.51E-01	0.932752441	1
Zotu559	2.515012138	5	0.774232536	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	8.52E-01	0.932752441	1
Zotu1001	2.512220618	5	0.774653508	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured,s:uncultured_bacterium	8.52E-01	0.932752441	1
Zotu146	2.506523854	5	0.775512247	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	8.53E-01	0.932752441	1
Zotu763	2.502612341	5	0.776101596	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:uncultured	8.54E-01	0.932752441	1
Zotu764	2.496772311	5	0.776981089	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Family_XIII	8.55E-01	0.932752441	1
Zotu95	2.490210935	5	0.777968597	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,s:uncultured_bacterium	8.56E-01	0.932752441	1
Zotu127	2.489608621	5	0.778059214	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminiclostridium,s:uncultured_bacterium	8.56E-01	0.932752441	1
Zotu170	2.489053383	5	0.778142744	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	8.56E-01	0.932752441	1
Zotu1126	2.484571003	5	0.778816895	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.57E-01	0.932752441	1
Zotu1122	2.477333333	5	0.77990478	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	8.58E-01	0.932752441	1
Zotu6	2.477303025	5	0.779909334	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Alistipes,s:uncultured_bacterium	8.58E-01	0.932752441	1
Zotu282	2.47705376	5	0.779946786	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	8.58E-01	0.932752441	1
Zotu28	2.46853757	5	0.781225741	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	8.59E-01	0.932752441	1
Zotu121	2.462489146	5	0.782133379	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.60E-01	0.932752441	1
Zotu501	2.461658842	5	0.782257929	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014	8.60E-01	0.932752441	1
Zotu902	2.440350565	5	0.785450368	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:uncultured,s:uncultured_bacterium	8.64E-01	0.933911354	1
Zotu377	2.434960767	5	0.786256654	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	8.65E-01	0.933911354	1
Zotu272	2.43477401	5	0.786284583	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.65E-01	0.933911354	1
Zotu46	2.434209127	5	0.786369056	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	8.65E-01	0.933911354	1
Zotu393	2.421039165	5	0.78833691	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.67E-01	0.934993589	1
Zotu447	2.416760517	5	0.788975563	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.68E-01	0.934993589	1
Zotu951	2.412323923	5	0.789637443	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:uncultured,s:uncultured_bacterium	8.69E-01	0.934993589	1
Zotu873	2.398931033	5	0.7916333	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_005,s:uncultured_rumen_bacterium	8.71E-01	0.936425077	1
Zotu1101	2.381040084	5	0.794294239	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminiclostridium_5,s:uncultured_bacterium	8.74E-01	0.938639667	1
Zotu695	2.371780493	5	0.795669014	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Lachnospiraceae_UCG_001,s:uncultured_bacterium	8.75E-01	0.939331474	1
Zotu1212	2.366343937	5	0.796475398	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	8.76E-01	0.939351559	1
Zotu1033	2.35622988	5	0.797974012	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39,f:uncultured_bacterium,g:uncultured_bacterium,s:uncultured_bacterium	8.78E-01	0.940187202	1
Zotu582	2.344630923	5	0.799690097	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014	8.80E-01	0.941104838	1
Zotu916	2.329033323	5	0.801993395	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.82E-01	0.941104838	1
Zotu159	2.326713382	5	0.802335542	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.83E-01	0.941104838	1
Zotu323	2.320455723	5	0.803257855	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.84E-01	0.941104838	1
Zotu539	2.301247594	5	0.806083615	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.87E-01	0.941104838	1
Zotu411	2.300272238	5	0.806226885	Kruskal-Wallis rank sum test	k:Bacteria,p:Actinobacteria,c:Coriobacteriia,o:Coriobacteriales,f:Eggerthellaceae,g:Enterorhabdus,s:uncultured_bacterium	8.87E-01	0.941104838	1
Zotu718	2.297169693	5	0.806682476	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.87E-01	0.941104838	1
Zotu923	2.296638916	5	0.806760396	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.87E-01	0.941104838	1
Zotu779	2.295035966	5	0.806995676	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:ASF356,s:uncultured_bacterium	8.88E-01	0.941104838	1
Zotu854	2.292802866	5	0.807323353	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	8.88E-01	0.941104838	1
Zotu384	2.279387017	5	0.809289556	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Christensenellaceae,g:uncultured,s:uncultured_bacterium	8.90E-01	0.941104838	1
Zotu880	2.274604959	5	0.809989404	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	8.91E-01	0.941104838	1
Zotu981	2.257651719	5	0.812466161	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	8.94E-01	0.941104838	1
Zotu653	2.244828576	5	0.814334968	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	8.96E-01	0.941104838	1
Zotu796	2.240871163	5	0.814910901	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Family_XIII,g:[Eubacterium]_brachy_group,s:uncultured_bacterium	8.96E-01	0.941104838	1
Zotu477	2.221401031	5	0.817738774	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.00E-01	0.941104838	1
Zotu160	2.216414634	5	0.818461468	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	9.00E-01	0.941104838	1
Zotu767	2.215154768	5	0.818643964	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.01E-01	0.941104838	1
Zotu879	2.209752219	5	0.819426079	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	9.01E-01	0.941104838	1
Zotu59	2.201846535	5	0.820569204	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.03E-01	0.941104838	1
Zotu423	2.198508208	5	0.82105142	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_013,s:uncultured_bacterium	9.03E-01	0.941104838	1
Zotu1073	2.198439226	5	0.821061381	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.03E-01	0.941104838	1
Zotu41	2.19746641	5	0.821201846	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,s:uncultured_bacterium	9.03E-01	0.941104838	1
Zotu379	2.196917519	5	0.821281089	Kruskal-Wallis rank sum test	k:Bacteria	9.03E-01	0.941104838	1
Zotu1188	2.195754717	5	0.821448937	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	9.04E-01	0.941104838	1
Zotu1198	2.186707233	5	0.822753691	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	9.05E-01	0.941104838	1
Zotu1183	2.184014675	5	0.823141568	Kruskal-Wallis rank sum test	k:Archaea,p:Euryarchaeota,c:Methanobacteria,o:Methanobacteriales	9.05E-01	0.941104838	1
Zotu76	2.180102678	5	0.823704763	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.06E-01	0.941104838	1
Zotu1032	2.178289387	5	0.823965675	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	9.06E-01	0.941104838	1
Zotu1091	2.174556241	5	0.824502551	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.07E-01	0.941104838	1
Zotu663	2.174556241	5	0.824502551	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminiclostridium_6,s:uncultured_bacterium	9.07E-01	0.941104838	1
Zotu831	2.174556241	5	0.824502551	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	9.07E-01	0.941104838	1
Zotu96	2.172133918	5	0.824850711	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.07E-01	0.941104838	1
Zotu114	2.15839799	5	0.826821913	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.10E-01	0.942429267	1
Zotu454	2.15299774	5	0.827595449	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.10E-01	0.942429267	1
Zotu740	2.133326967	5	0.830406114	Kruskal-Wallis rank sum test	k:Bacteria,p:Patescibacteria,c:Saccharimonadia,o:Saccharimonadales,f:Saccharimonadaceae,g:Candidatus_Saccharimonas	9.13E-01	0.944350949	1
Zotu909	2.130072052	5	0.830870121	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	9.14E-01	0.944350949	1
