OTU	KW_Statistic	DF	P_value	Test	Taxonomy	p.value.fdr	p.value.hochberg	p.value.bonferonni
Zotu1	9.67336156483162	5	0.0850374571059175	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Alistipes	0.377908997810253	0.377908997810253	1
Zotu10	12.7811252268602	5	0.0255185128716846	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides	0.251639358919784	0.251639358919784	1
Zotu100	6.01397296021165	5	0.304861662479281	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Roseburia,s:uncultured_bacterium	0.639243380304267	0.639243380304267	1
Zotu1000	NA	5	NA	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	NA	NA	NA
Zotu1001	5.20765289256199	5	0.391067316382701	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured,s:uncultured_bacterium	0.700595107702593	0.700595107702593	1
Zotu1002	6.5902788999611	5	0.252937663964906	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	0.584949044237288	0.584949044237288	1
Zotu1003	15.3591632525234	5	0.00893302748074897	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	0.217468403016493	0.217468403016493	1
Zotu1004	14.6127272727274	5	0.0121518311216198	Kruskal-Wallis rank sum test	k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter	0.217468403016493	0.217468403016493	1
Zotu1005	7.9219141343618	5	0.160591923770213	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	0.498085888568551	0.498085888568551	1
Zotu1006	6.87790521532143	5	0.229880174909496	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	0.563348329870802	0.563348329870802	1
Zotu1007	3.49824953713708	5	0.62365251164793	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.76181552961301	0.76181552961301	1
Zotu1008	2.00310775457819	5	0.848714851843773	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39,f:uncultured_bacterium,g:uncultured_bacterium,s:uncultured_bacterium	0.899180353411346	0.899180353411346	1
Zotu1009	14.8481802771961	5	0.0110311245056606	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	0.217468403016493	0.217468403016493	1
Zotu101	5.72562473665444	5	0.333838744949654	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:A2,s:uncultured_bacterium	0.662669908725063	0.662669908725063	1
Zotu1010	7.31521313302675	5	0.198233019866173	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014	0.534152775250254	0.534152775250254	1
Zotu1011	5.88062367695256	5	0.318008635420767	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.646328131034357	0.646328131034357	1
Zotu1012	12.0496697560456	5	0.0341134922015186	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	0.266882894504578	0.266882894504578	1
Zotu1013	3.76785714285703	5	0.583298981177935	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.74295147590977	0.74295147590977	1
Zotu1014	9.15196935138284	5	0.103153992586378	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.412269816007974	0.412269816007974	1
Zotu1015	6.12500000000002	5	0.294245234200679	Kruskal-Wallis rank sum test	k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Corynebacteriaceae	0.628039559019729	0.628039559019729	1
Zotu1016	3.75127255083593	5	0.585752674961607	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Christensenellaceae,g:Christensenellaceae_R_7_group	0.74295147590977	0.74295147590977	1
Zotu1017	2.85178730215184	5	0.722823027756922	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.819107731739766	0.819107731739766	1
Zotu1018	5.98933907659178	5	0.307257655402321	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	0.642006785235376	0.642006785235376	1
Zotu1019	4.72068251774401	5	0.450910126843319	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,s:uncultured_bacterium	0.700595107702593	0.700595107702593	1
Zotu102	8.02855796158244	5	0.154668749402468	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.489921490793456	0.489921490793456	1
Zotu1020	6.17710397411182	5	0.28936544496934	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.627516344009527	0.627516344009527	1
Zotu1021	4.69999999999997	5	0.453577801720411	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_vadinBB60_group	0.700595107702593	0.700595107702593	1
Zotu1022	1.22669668068638	5	0.942290683633362	Kruskal-Wallis rank sum test	k:Bacteria	0.959203593339602	0.959203593339602	1
Zotu1023	4.756446842526	5	0.446320873350998	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	0.700595107702593	0.700595107702593	1
Zotu1024	7.13712204370832	5	0.210640491069711	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014	0.547801968629909	0.547801968629909	1
Zotu1025	5.45033441208207	5	0.363422632735264	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	0.695878385189227	0.695878385189227	1
Zotu1026	6.74604416238253	5	0.240222729916764	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_010	0.573357257176084	0.573357257176084	1
Zotu1027	10.552598976569	5	0.0610087605478335	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Peptococcaceae,g:uncultured	0.329425685619007	0.329425685619007	1
Zotu1028	7.28356250987838	5	0.20039106175259	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	0.535444175398369	0.535444175398369	1
Zotu1029	3.29458991560279	5	0.654670065006292	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39,f:uncultured_bacterium,g:uncultured_bacterium,s:uncultured_bacterium	0.776947179033629	0.776947179033629	1
Zotu103	5.37922537747811	5	0.371371040863479	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured,s:uncultured_bacterium	0.700595107702593	0.700595107702593	1
Zotu1030	5.50197294250281	5	0.357729589043097	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Lachnospiraceae_UCG_010,s:uncultured_bacterium	0.690528266694212	0.690528266694212	1
Zotu1031	3.27696969696985	5	0.657369413762086	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014	0.776947179033629	0.776947179033629	1
Zotu1032	3.24764166130066	5	0.661866755808566	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.777547662676359	0.777547662676359	1
Zotu1033	6.95121924197606	5	0.224293549532642	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39,f:uncultured_bacterium,g:uncultured_bacterium,s:uncultured_bacterium	0.56046468534259	0.56046468534259	1
Zotu1034	5.09781315782799	5	0.404060039394056	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.700595107702593	0.700595107702593	1
Zotu1035	NA	5	NA	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Acetitomaculum	NA	NA	NA
Zotu1036	6.48306403351285	5	0.262008901779831	Kruskal-Wallis rank sum test	k:Bacteria,p:Actinobacteria,c:Coriobacteriia,o:Coriobacteriales,f:Eggerthellaceae	0.59613481897688	0.59613481897688	1
Zotu1037	2.251929924116	5	0.813300530582571	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.884603590798029	0.884603590798029	1
Zotu1038	NA	5	NA	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	NA	NA	NA
Zotu1039	4.69999999999997	5	0.453577801720411	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	0.700595107702593	0.700595107702593	1
Zotu104	19.6544063539426	5	0.00145073476258095	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus	0.163776436879636	0.163776436879636	1
Zotu1040	3.29458991560279	5	0.654670065006292	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.776947179033629	0.776947179033629	1
Zotu1041	3.33965006729481	5	0.647776960637979	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_vadinBB60_group	0.776947179033629	0.776947179033629	1
Zotu1042	7.13045454545444	5	0.211117635265431	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39,f:uncultured_bacterium,g:uncultured_bacterium,s:uncultured_bacterium	0.547801968629909	0.547801968629909	1
Zotu1043	4.07378289123256	5	0.53884271830345	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	0.734948832069878	0.734948832069878	1
Zotu1044	6.12500000000002	5	0.294245234200679	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured	0.628039559019729	0.628039559019729	1
Zotu1045	5.22803022164927	5	0.388689751218444	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.700595107702593	0.700595107702593	1
Zotu1046	4.63426362154313	5	0.462122800375449	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_013	0.703963508263768	0.703963508263768	1
Zotu1047	2.57320458898566	5	0.765432203865175	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.845667676069966	0.845667676069966	1
Zotu1048	5.2650661840378	5	0.384394888714721	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	0.700595107702593	0.700595107702593	1
Zotu1049	6.69122358325488	5	0.244635623374896	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	0.576952529583171	0.576952529583171	1
Zotu105	0.838903332659304	5	0.974485890237441	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Lachnospiraceae_NK4A136_group,s:uncultured_bacterium	0.983570080739654	0.983570080739654	1
Zotu1050	4.467857142857	5	0.484195527123005	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	0.705180980454791	0.705180980454791	1
Zotu1051	9.26846687324778	5	0.0988232687571125	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:uncultured,s:uncultured_bacterium	0.402741695088414	0.402741695088414	1
Zotu1052	5.33333333333345	5	0.376567644708964	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	0.700595107702593	0.700595107702593	1
Zotu1053	5.94019021256964	5	0.312082251209548	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014	0.644824887516855	0.644824887516855	1
Zotu1054	7.93924528301885	5	0.159615877394922	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	0.496351200985254	0.496351200985254	1
Zotu1055	5.59712643678166	5	0.347413111670024	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.682787155113859	0.682787155113859	1
Zotu1056	7.29424849243375	5	0.199660206869503	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	0.535444175398369	0.535444175398369	1
Zotu1057	9.05288461538465	5	0.106973270082125	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.420479091312907	0.420479091312907	1
Zotu1058	13.8300342811051	5	0.0167258796348299	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_010	0.236196509093035	0.236196509093035	1
Zotu1059	5.51128090694577	5	0.356710474104785	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.690528266694212	0.690528266694212	1
Zotu106	11.9869240994715	5	0.0349673904910924	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	0.270429623862929	0.270429623862929	1
Zotu1060	2.52921236291125	5	0.772089348482989	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014	0.850655332139908	0.850655332139908	1
Zotu1061	3.64268738048927	5	0.60191558115826	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Christensenellaceae	0.748371202622568	0.748371202622568	1
Zotu1062	3.76727272727247	5	0.58338537553715	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	0.74295147590977	0.74295147590977	1
Zotu1063	6.8066666666668	5	0.235420388224251	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Family_XIII,g:[Eubacterium]_brachy_group,s:uncultured_bacterium	0.56602575136465	0.56602575136465	1
Zotu1064	5.05553424073563	5	0.409140409185377	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_vadinBB60_group	0.700595107702593	0.700595107702593	1
Zotu1065	3.00608333934457	5	0.699047905575364	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.802860227136218	0.802860227136218	1
Zotu1066	6.35390534844457	5	0.273289064467547	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.60725238018815	0.60725238018815	1
Zotu1067	8.8070805625204	5	0.117010933662803	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	0.439453678276082	0.439453678276082	1
Zotu1068	5.79775413711578	5	0.326398416793591	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.657767367853074	0.657767367853074	1
Zotu1069	3.32973382384763	5	0.64929261502639	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	0.776947179033629	0.776947179033629	1
Zotu107	19.3187999279669	5	0.00167621982972311	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.166364818100019	0.166364818100019	1
Zotu1070	8.62005689900417	5	0.12521270351355	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_vadinBB60_group	0.45027279725653	0.45027279725653	1
Zotu1071	9.53401439835453	5	0.089568158974242	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	0.387140889626857	0.387140889626857	1
Zotu1072	7.0724727838259	5	0.215305976363058	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	0.552899495045319	0.552899495045319	1
Zotu1073	4.75412328540725	5	0.446618115206888	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.700595107702593	0.700595107702593	1
Zotu1074	4.91156642432259	5	0.426767899935087	Kruskal-Wallis rank sum test	k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Ralstonia,s:Ralstonia_pickettii	0.700595107702593	0.700595107702593	1
Zotu1075	2.50157936982116	5	0.776257196118756	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	0.852880369536382	0.852880369536382	1
Zotu1076	8.22544659698643	5	0.144240707527853	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	0.47719634073798	0.47719634073798	1
Zotu1077	1.10546958377795	5	0.953618394655821	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Negativibacillus,s:uncultured_bacterium	0.967427178905522	0.967427178905522	1
Zotu1078	2.9080816145487	5	0.714154465591319	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Leuconostocaceae,g:Leuconostoc,s:Leuconostoc_citreum	0.812376283208463	0.812376283208463	1
Zotu1079	10.5176358394323	5	0.0618285250841613	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.330919281193656	0.330919281193656	1
Zotu108	19.5574400645459	5	0.00151262872013098	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.163776436879636	0.163776436879636	1
Zotu1080	3.76785714285703	5	0.583298981177935	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_014,s:uncultured_bacterium	0.74295147590977	0.74295147590977	1
Zotu1081	4.08344266916572	5	0.537465936769236	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.734948832069878	0.734948832069878	1
Zotu1082	6.46411753902659	5	0.263639373986454	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	0.59613481897688	0.59613481897688	1
Zotu1083	4.84861377419855	5	0.434633731316102	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.700595107702593	0.700595107702593	1
Zotu1084	14.3197530864198	5	0.013700934195063	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	0.234157867796813	0.234157867796813	1
Zotu1085	9.75615160479049	5	0.0824468888375598	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	0.371947896233082	0.371947896233082	1
Zotu1086	4.69999999999997	5	0.453577801720411	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.700595107702593	0.700595107702593	1
Zotu1087	5.11882998171848	5	0.40155095548717	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.700595107702593	0.700595107702593	1
Zotu1088	3.29760773403581	5	0.654207957028225	Kruskal-Wallis rank sum test	k:Bacteria,p:Actinobacteria,c:Coriobacteriia,o:Coriobacteriales,f:Atopobiaceae,g:uncultured,s:uncultured_bacterium	0.776947179033629	0.776947179033629	1
Zotu1089	4.18477784044624	5	0.523130905327107	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	0.733862082738026	0.733862082738026	1
Zotu109	6.68169205432853	5	0.245409728152492	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.577634360137585	0.577634360137585	1
Zotu1090	4.73889515219849	5	0.448569331676052	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.700595107702593	0.700595107702593	1
Zotu1091	3.76785714285703	5	0.583298981177935	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.74295147590977	0.74295147590977	1
Zotu1092	4.69999999999997	5	0.453577801720411	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.700595107702593	0.700595107702593	1
Zotu1093	3.34123031363579	5	0.647535496978639	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,s:uncultured_bacterium	0.776947179033629	0.776947179033629	1
Zotu1094	7.29723091453513	5	0.199456637618569	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae,g:uncultured_bacterium,s:uncultured_bacterium	0.535444175398369	0.535444175398369	1
Zotu1095	9.37222222222209	5	0.0951072389827976	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	0.400256966885201	0.400256966885201	1
Zotu1096	NA	5	NA	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Acetitomaculum	NA	NA	NA
Zotu1097	3.76785714285703	5	0.583298981177935	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Tyzzerella_3	0.74295147590977	0.74295147590977	1
Zotu1098	4.69999999999997	5	0.453577801720411	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	0.700595107702593	0.700595107702593	1
Zotu1099	2.40968385359519	5	0.790031136230876	Kruskal-Wallis rank sum test	k:Bacteria,p:Actinobacteria,c:Coriobacteriia,o:Coriobacteriales	0.864822686811556	0.864822686811556	1
Zotu11	13.1720911474088	5	0.0218183672334849	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,s:uncultured_bacterium	0.245490662475968	0.245490662475968	1
Zotu110	2.02140350877195	5	0.846175597420244	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.899180353411346	0.899180353411346	1
Zotu1100	4.69124276880101	5	0.454710342782623	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.700595107702593	0.700595107702593	1
Zotu1101	4.69999999999997	5	0.453577801720411	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminiclostridium_5,s:uncultured_bacterium	0.700595107702593	0.700595107702593	1
Zotu1102	14.6095650292146	5	0.012167608705663	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae	0.217468403016493	0.217468403016493	1
Zotu1103	5.33333333333345	5	0.376567644708964	Kruskal-Wallis rank sum test	k:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	0.700595107702593	0.700595107702593	1
Zotu1104	3.72039274173504	5	0.590332164786292	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Muribaculaceae	0.745583889989898	0.745583889989898	1
Zotu1105	7.08156483685591	5	0.214644565586676	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminiclostridium_5	0.552899495045319	0.552899495045319	1
Zotu1106	4.51875000000015	5	0.477378678906846	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.705180980454791	0.705180980454791	1
Zotu1107	8.3759725400459	5	0.13669622101479	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	0.465652803596188	0.465652803596188	1
Zotu1108	5.47136010576752	5	0.361096570788703	Kruskal-Wallis rank sum test	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_vadinBB60_group	0.693654864208621	0.693654864208621	1
Zotu1109	4.36284734825572	5	0.498440934331298	Kruskal-Wallis rank sum test	k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Alistipes	0.716960329454802	0.716960329454802	1
